longitude,latitude,Head Wind,User Direction,User Speed,Resultant Wind Speed,Resultant Wind Direction
-1.553627,54.010063,-14.98669914802288,334.3872850345998,4.685855689745745,20.56305683909163,-2.2284856498013097
-1.553658,54.010101,-15.074883532029416,333.17676827192497,5.357874037393646,21.107697045455645,-2.5036887527052283
-1.553695,54.010144,-18.169465799946188,334.21980644916016,9.014446648195415,24.99884725055494,-2.206765593256247
-1.553755,54.010217,-16.184971206644917,332.8353600031599,8.873616545567744,22.795558622269663,-2.680479855944109
-1.553817,54.010288,-14.790685778857235,332.54781523647085,8.646030395021649,20.936265772379734,-2.75838014659594
-1.553878,54.010357,-17.36716818610717,333.1596095373056,8.972683898204556,24.32447095944217,-2.5766686837108397
-1.55394,54.010429,-12.769013787927719,332.16498098616285,8.676341213301997,18.196795058852093,-2.8522861318768014
-1.554002,54.010498,-15.940417141134692,332.7430382795172,9.131139567030539,22.487085483983357,-2.7163989448656105
-1.554066,54.010571,-7.238822089844301,331.2803553506021,9.382669001837675,10.48140830217314,-2.909781495161202
-1.554135,54.010645,-17.906707456283154,333.1225569524854,9.972914639089916,25.096070779128592,-2.606077699072445
-1.554204,54.010725,-18.205214542871083,334.4777901964001,9.857508129805419,24.942156943480278,-2.103923192360211
-1.554269,54.010805,-18.98839569245487,333.85207416056033,9.785897079592173,26.28555504556162,-2.334666003267496
-1.554335,54.010884,-19.19192332023772,334.0198802518455,10.14297315003817,26.49313813975649,-2.2704258721152004
-1.554403,54.010966,-18.20485778778122,334.4779192197887,9.857497531246098,24.941615569529503,-2.103877048154512
-1.554468,54.011046,-15.746894608407084,335.146942768815,10.416231963328695,21.342154305027226,-1.8595251466573788
-1.554535,54.011131,-16.598460905728405,335.0121851300863,10.672976554655607,22.544873766994396,-1.8958603594045793
-1.554604,54.011218,-17.372652475787223,334.8837628739407,10.929777088883963,23.645192964116728,-1.9340280548511402
-1.554675,54.011307,-12.530658562384408,335.6761470824223,11.10446288677992,16.841525709702083,-1.6776079229702436
-1.554745,54.011398,-10.114038439018245,335.9841493237791,11.077705342419488,13.528415968752947,-1.6262153767172263
-1.554814,54.011489,-6.4434215314348675,336.45414381453645,10.795147495511028,8.556579963211362,-1.731985440375668
-1.55488,54.011578,-5.330065987081488,336.60458885442665,11.025157987195257,7.061915048319458,-1.8236736744826854
-1.554947,54.011669,-9.360072064315156,337.7663125406414,11.051643984613264,12.189069317592242,-3.089564786501745
-1.555011,54.011761,-10.417323756348894,337.8865478803406,11.28224381763874,13.542190047876929,-3.1012703541158055
-1.555076,54.011855,-13.820840872732155,338.294341173222,11.130313191122925,17.861514703759592,-3.011194144639265
-1.555139,54.011948,-2.574638805687969,336.8602563343214,13.301567591749407,3.3980474856439193,-2.0562368595830143
-1.555219,54.012058,-20.41275054058587,333.2308610100931,13.201488831050886,28.555314725163853,-2.605662326190382
-1.55531,54.012164,-2.3074474135692222,330.75578788139114,13.508371535032998,3.3735380925065903,-2.781223147659136
-1.555411,54.01227,-18.49997846954034,328.09700012736084,13.229014666274875,28.48744055050572,-2.0964800781169592
-1.555518,54.012371,-17.650845252080426,326.7323986606169,13.697932503431236,27.967736991537652,-2.707340490398879
-1.555633,54.012474,-6.073100613579828,323.7023809855078,14.348580925644072,10.306843332664016,-1.3183936749102483
-1.555763,54.012578,-14.247665617107987,322.4771774647289,14.160311228093526,24.916384680032753,-1.7867074820806121
-1.555895,54.012679,-12.88878027643911,319.8749265352334,14.396729128673924,24.137088209650265,-2.9778183624199226
-1.556037,54.012778,-2.092185710573702,317.8862729300382,13.640523147158742,4.1485219289536,-1.6444185662770583
-1.556177,54.012869,-9.991701776768302,319.44127856508413,13.465056590361446,18.939174686967366,-3.123886813819805
-1.556311,54.012961,-2.9408499432203468,317.75710283901265,13.217807104336535,5.85392038803595,-1.538075565013013
-1.556447,54.013049,-9.063182508210803,316.72360561192176,12.676492713089475,18.62188099822979,-1.627309963299286
-1.55658,54.013132,-2.2603608090355234,317.9374469713345,12.58109806361655,4.4751484250489115,-1.9262627165052741
-1.556709,54.013216,-7.550168216133186,316.990955787445,12.164991135900419,15.384449514336454,-1.5765683015121794
-1.556836,54.013296,-4.387276963366191,317.54571176657936,11.90595618795386,8.788981755369168,-1.5848434312657824
-1.556959,54.013375,-10.62099104981897,316.29400572250785,11.53643054410554,22.12099395407702,-1.8224284171222767
-1.557081,54.01345,-7.187350108449237,317.0466904066599,11.69819423406897,14.619918833915088,-1.5948702550466143
-1.557203,54.013527,-4.574110728595866,317.51876423576033,11.609536015337811,9.170751798813717,-1.607802171339286
-1.557323,54.013604,-2.7674712826717234,317.9819742726605,11.225253544767767,5.4718804008333946,-2.1409964450423797
-1.557438,54.013679,-11.644209793542819,315.84879285976183,10.693258006407676,24.6021181811342,-2.007592597439102
-1.557552,54.013748,-11.726850032489526,315.68697665712057,10.101093677430976,24.907746484475293,-2.078496156974263
-1.55766,54.013813,-5.49608441063326,318.7492915903144,9.909219235015353,10.625179690647224,-2.967621721789817
-1.55776,54.01388,-10.25254379910597,316.17727783634365,9.24716897475659,21.433427969818357,-1.937027251340994
-1.557858,54.01394,-11.65080741688819,315.29889778017986,8.917051806781387,25.064932159600726,-2.23247651684535
-1.557954,54.013997,-11.308837999984608,315.38350874457865,8.279203066886444,24.261019702858306,-2.2106840541000903
-1.558043,54.01405,-10.614291099265351,314.36544193680845,7.951220220891347,23.56955291110616,-2.5419172357193838
-1.55813,54.0141,-5.340873388923569,318.60776932570377,8.003896518214914,10.3675216624778,-2.7509829511972255
-1.558211,54.014154,-12.26615337209372,320.48152500360703,7.495453631919316,22.593608539837597,-2.583384370076672
-1.558284,54.014206,-12.693185603827438,321.46259077220043,6.397038551499602,22.78017914675736,-2.2908324037282184
